# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3541454	3542557	+	HFCAGB_03565		DUF1016 domain-containing protein	RefSeq:WP_000184321.1, SO:0001217, UniParc:UPI00016A0E1F, UniRef:UniRef100_A0A3Z3GF74, UniRef:UniRef50_A0A0A1Z7P7, UniRef:UniRef90_V1H5V3
contig_1	cds	3542673	3543926	+	HFCAGB_03566	codB	cytosine permease	GO:0015209, GO:0016020, GO:0055085, KEGG:K10974, RefSeq:WP_000076269.1, SO:0001217, UniParc:UPI00016A0E20, UniRef:UniRef100_A0A3R0SNS6, UniRef:UniRef50_P0AA82, UniRef:UniRef90_A9MNZ2
contig_1	cds	3543913	3545193	+	HFCAGB_03567		Cytosine deaminase	RefSeq:WP_001180689.1, SO:0001217, UniParc:UPI00016A0E21, UniRef:UniRef100_A0A3V0CLI0, UniRef:UniRef50_A0AAE8NBA7, UniRef:UniRef90_A0A1B7K6X3
contig_1	cds	3545275	3545742	-	HFCAGB_03568	nanQ	N-acetylneuraminate anomerase	GO:0006974, KEGG:K19334, RefSeq:WP_000979905.1, SO:0001217, UniParc:UPI00000CD40E, UniRef:UniRef100_Q8ZLQ9, UniRef:UniRef50_P45424, UniRef:UniRef90_A9MNZ0
contig_1	cds	3545739	3546614	-	HFCAGB_03569	nanK	N-acetylmannosamine kinase	BlastRules:WP_000208982, BlastRules:WP_000209011, EC:2.7.1.60, GO:0005524, GO:0008270, GO:0009384, GO:0019262, KEGG:K00885, RefSeq:WP_000208970.1, SO:0001217, UniParc:UPI00016A0E22, UniRef:UniRef100_B5FIR5, UniRef:UniRef50_Q8ZLQ8, UniRef:UniRef90_Q8ZLQ8
contig_1	cds	3546611	3547300	-	HFCAGB_03570	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	EC:5.1.3.9, GO:0005829, GO:0005975, GO:0006053, GO:0019262, GO:0047465, KEGG:K01788, RefSeq:WP_000054439.1, SO:0001217, UniParc:UPI00004F807D, UniRef:UniRef100_B5F7J7, UniRef:UniRef50_P0A761, UniRef:UniRef90_Q8ZLQ7
contig_1	cds	3547347	3548837	-	HFCAGB_03571	nanT	sialic acid transporter NanT	BlastRules:WP_000108454, COG:COG2814, COG:G, GO:0005886, GO:0015538, GO:0046943, KEGG:K03290, RefSeq:WP_000108071.1, SO:0001217, UniParc:UPI00000D0081, UniRef:UniRef100_P0A2G5, UniRef:UniRef50_P41036, UniRef:UniRef90_P41036
contig_1	cds	3548953	3549846	-	HFCAGB_03572	nanA	N-acetylneuraminate lyase	COG:COG0329, COG:EM, EC:4.1.3.3, GO:0005829, GO:0005975, GO:0008747, GO:0019262, RefSeq:WP_001029665.1, SO:0001217, UniParc:UPI00004F807F, UniRef:UniRef100_Q57JC9, UniRef:UniRef50_P0A6L4, UniRef:UniRef90_P0A6L4
contig_1	cds	3549981	3550763	-	HFCAGB_03573	nanR	transcriptional regulator NanR	BlastRules:WP_000382926, GO:0003677, GO:0003700, GO:0045892, SO:0001217, UniParc:UPI00016045C5, UniRef:UniRef100_P67735, UniRef:UniRef50_P0A8W0, UniRef:UniRef90_B4TWJ1
contig_1	cds	3550881	3551381	-	HFCAGB_03574	sspB	ClpXP protease specificity-enhancing factor	RefSeq:WP_000366112.1, SO:0001217, UniParc:UPI000005A525, UniRef:UniRef100_Q7CPN4, UniRef:UniRef50_P0AFZ3, UniRef:UniRef90_A0A8H9NT29
contig_1	cds	3551387	3552025	-	HFCAGB_03575	sspA	stringent starvation protein SspA	COG:COG0625, COG:O, GO:0005515, GO:0005737, GO:0006749, RefSeq:WP_000257298.1, SO:0001217, UniParc:UPI00000CD411, UniRef:UniRef100_Q8ZLQ5, UniRef:UniRef50_P0ACA3, UniRef:UniRef90_P0ACA3
contig_1	cds	3552288	3553082	-	HFCAGB_03576		Cytoplasmic protein	SO:0001217, UniParc:UPI00020B9CC7, UniRef:UniRef100_A0AA86BDQ0, UniRef:UniRef50_V7IG96, UniRef:UniRef90_V7IG96
contig_1	cds	3553240	3553632	-	HFCAGB_03577	rpsI	30S ribosomal protein S9	COG:COG0103, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:0022627, KEGG:K02996, RefSeq:WP_000829815.1, SO:0001217, UniParc:UPI000005A527, UniRef:UniRef100_P66643, UniRef:UniRef50_P66643, UniRef:UniRef90_P66643
contig_1	cds	3553648	3554076	-	HFCAGB_03578	rplM	50S ribosomal protein L13	COG:COG0102, COG:J, GO:0003729, GO:0003735, GO:0005840, GO:0006412, GO:0017148, GO:0022625, RefSeq:WP_000847559.1, SO:0001217, UniParc:UPI000005A528, UniRef:UniRef100_P0AA10, UniRef:UniRef50_P0AA10, UniRef:UniRef90_P0AA10
contig_1	cds	3554378	3555502	-	HFCAGB_03579	zapE	cell division protein ZapE	GO:0005524, GO:0016887, GO:0051301, RefSeq:WP_001191221.1, SO:0001217, UniParc:UPI00016A0C28, UniRef:UniRef100_A0A3U3BFX6, UniRef:UniRef50_P64612, UniRef:UniRef90_A0A731TIY6
contig_1	cds	3555695	3556093	+	HFCAGB_03580	zapG	Z-ring associated protein ZapG	COG:COG3105, COG:D, GO:0005886, GO:0008360, GO:0051301, KEGG:K09908, RefSeq:WP_001519074.1, SO:0001217, UniParc:UPI00016045CA, UniRef:UniRef100_Q8ZLQ2, UniRef:UniRef50_P0ADW3, UniRef:UniRef90_P0ADW3
contig_1	cds	3556250	3557617	+	HFCAGB_03581	degQ	serine endoprotease DegQ	EC:3.4.21.107, GO:0004252, GO:0005515, GO:0006508, RefSeq:WP_000716697.1, SO:0001217, UniParc:UPI00016A0C29, UniRef:UniRef100_A0A3Z2MQM8, UniRef:UniRef50_P26982, UniRef:UniRef90_Q8ZLQ1
contig_1	cds	3557710	3558780	+	HFCAGB_03582	degS	outer membrane-stress sensor serine endopeptidase DegS	EC:3.4.21.107, GO:0004252, GO:0005886, GO:0006508, GO:0006515, GO:0009266, GO:0042597, RefSeq:WP_000497705.1, SO:0001217, UniParc:UPI000005A52C, UniRef:UniRef100_D0ZY51, UniRef:UniRef50_P0AEE3, UniRef:UniRef90_D0ZY51
contig_1	cds	3558814	3559512	-	HFCAGB_03583		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	SO:0001217, UniParc:UPI00016A0C2A, UniRef:UniRef100_A0A754XBF3, UniRef:UniRef50_A0A755KUY0, UniRef:UniRef90_A0A755KUY0
contig_1	cds	3559565	3560866	-	HFCAGB_03584	oadB2	Oxaloacetate decarboxylase beta chain 2	EC:7.2.4.2, GO:0005886, GO:0006814, GO:0015451, GO:0016829, KEGG:K20509, RefSeq:WP_000444847.1, SO:0001217, UniParc:UPI00016A0C2B, UniRef:UniRef100_A0A8E6XLB5, UniRef:UniRef50_Q03031, UniRef:UniRef90_Q03031
contig_1	cds	3560879	3562651	-	HFCAGB_03585	oadA	sodium-extruding oxaloacetate decarboxylase subunit alpha	EC:7.2.4.2, GO:0006814, GO:0008948, GO:0015081, RefSeq:WP_000150437.1, SO:0001217, UniParc:UPI00016A0C2C, UniRef:UniRef100_A0A8X6ERC9, UniRef:UniRef50_P13187, UniRef:UniRef90_A0A8B4U228
contig_1	cds	3562667	3562909	-	HFCAGB_03586	oadG	putative oxaloacetate decarboxylase gamma chain	EC:7.2.4.2, GO:0005886, GO:0008948, GO:0015081, GO:0015451, GO:0036376, RefSeq:WP_000180123.1, SO:0001217, UniParc:UPI00004F8086, UniRef:UniRef100_A0A5X3QX33, UniRef:UniRef50_Q03032, UniRef:UniRef90_Q8Z9M5
contig_1	cds	3563066	3563683	-	HFCAGB_03587	ttdB	L(+)-tartrate dehydratase subunit beta	COG:C, COG:COG1838, EC:4.2.1.32, GO:0016836, RefSeq:WP_000162404.1, SO:0001217, UniParc:UPI00016A0C2D, UniRef:UniRef100_A0A718TCL9, UniRef:UniRef50_A0A448HJ19, UniRef:UniRef90_A0A0J2H7H9
contig_1	cds	3563683	3564582	-	HFCAGB_03588	ttdA	L(+)-tartrate dehydratase subunit alpha	COG:C, COG:COG1951, EC:4.2.1.32, GO:0008730, KEGG:K03779, RefSeq:WP_000045350.1, SO:0001217, UniParc:UPI00016A0E31, UniRef:UniRef100_A0A5W1UH79, UniRef:UniRef50_A0A3S4SNW6, UniRef:UniRef90_B7LRK6
contig_1	cds	3564615	3565883	-	HFCAGB_03589	citT	Cation transporter	COG:COG0471, COG:G, RefSeq:WP_000433393.1, SO:0001217, UniParc:UPI00016A0E32, UniRef:UniRef100_A0A3R0CDI3, UniRef:UniRef50_F3B4M1, UniRef:UniRef90_W9BMZ1
contig_1	cds	3566094	3566759	-	HFCAGB_03590	gntR	GntR family transcriptional regulator	COG:COG1802, COG:K, RefSeq:WP_001171585.1, SO:0001217, UniParc:UPI000160467B, UniRef:UniRef100_A0A718ZMF9, UniRef:UniRef50_A0A174BLB2, UniRef:UniRef90_A0A087FW26
contig_1	cds	3566746	3567375	-	HFCAGB_03591	gntR	GntR family regulatory protein	RefSeq:WP_000723776.1, SO:0001217, UniParc:UPI000005A531, UniRef:UniRef100_Q8ZLP7, UniRef:UniRef50_A0A6P1Q3K7, UniRef:UniRef90_Q8ZLP7
contig_1	cds	3567495	3568433	-	HFCAGB_03592	mdh	malate dehydrogenase	COG:C, COG:COG0039, EC:1.1.1.37, GO:0005737, GO:0006099, GO:0006108, GO:0030060, RefSeq:WP_000861593.1, SO:0001217, UniParc:UPI00016A0E33, UniRef:UniRef100_B5FIT7, UniRef:UniRef50_P61889, UniRef:UniRef90_P25077
contig_1	cds	3568848	3569318	+	HFCAGB_03593	argR	transcriptional regulator ArgR	COG:COG1438, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006526, GO:0034618, GO:0051259, GO:1900079, KEGG:K03402, RefSeq:WP_001257852.1, SO:0001217, UniParc:UPI000005A533, UniRef:UniRef100_P0A1B3, UniRef:UniRef50_P0A6D0, UniRef:UniRef90_P0A6D0
contig_1	cds	3569683	3569946	+	HFCAGB_03594	yhcN	peroxide/acid stress response protein YhcN	RefSeq:WP_000695694.1, SO:0001217, UniParc:UPI00016A0E35, UniRef:UniRef100_A0A3Y2QSE4, UniRef:UniRef50_A8AQD1, UniRef:UniRef90_A0A0K0HEM0
contig_1	cds	3570050	3570316	+	HFCAGB_03595	yhcN	peroxide/acid stress response protein YhcN	RefSeq:WP_000853277.1, SO:0001217, UniParc:UPI000005A535, UniRef:UniRef100_Q7CPN0, UniRef:UniRef50_A0A087FW31, UniRef:UniRef90_S5N183
contig_1	cds	3570376	3570648	-	HFCAGB_03596		Barstar (barnase inhibitor) domain-containing protein	KEGG:K03623, RefSeq:WP_001103887.1, SO:0001217, UniParc:UPI000005A536, UniRef:UniRef100_Q7CPM9, UniRef:UniRef50_P64616, UniRef:UniRef90_A9MNX1
contig_1	cds	3570820	3572787	-	HFCAGB_03597	aaeB	p-hydroxybenzoic acid efflux pump subunit AaeB	GO:0005886, GO:0022857, GO:0046942, GO:0055085, KEGG:K03468, RefSeq:WP_000510913.1, SO:0001217, UniParc:UPI00000CD419, UniRef:UniRef100_Q8ZLP5, UniRef:UniRef50_Q8ZLP5, UniRef:UniRef90_Q8ZLP5
contig_1	cds	3572793	3573725	-	HFCAGB_03598	aaeA	p-hydroxybenzoic acid efflux pump subunit AaeA	COG:COG1566, COG:V, GO:0005886, GO:0022857, GO:0055085, KEGG:K15548, RefSeq:WP_000855134.1, SO:0001217, UniParc:UPI000005A538, UniRef:UniRef100_Q7CPM8, UniRef:UniRef50_P46482, UniRef:UniRef90_P46482
contig_1	cds	3573733	3573936	-	HFCAGB_03599	aaeX	p-hydroxybenzoic acid efflux pump operon protein AaeX	GO:0005886, KEGG:K21695, RefSeq:WP_000051840.1, SO:0001217, UniParc:UPI000005A539, UniRef:UniRef100_A8AQD6, UniRef:UniRef50_A1AGD5, UniRef:UniRef90_A1AGD5
contig_1	cds	3574118	3575047	+	HFCAGB_03600	aaeR	HTH-type transcriptional activator AaeR	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0006351, GO:0006352, GO:0006355, GO:0045893, KEGG:K21698, RefSeq:WP_000440300.1, SO:0001217, UniParc:UPI000005A53A, UniRef:UniRef100_Q7CPM6, UniRef:UniRef50_P67662, UniRef:UniRef90_P67662
contig_1	cds	3575169	3576614	-	HFCAGB_03601	tldD	metalloprotease TldD	COG:COG0312, COG:OV, EC:3.4.-.-, EC:3.4.24.-, GO:0005829, GO:0006508, GO:0008237, KEGG:K03568, RefSeq:WP_000055941.1, SO:0001217, UniParc:UPI00016A0E36, UniRef:UniRef100_A0A5T8DUD3, UniRef:UniRef50_P0AGG8, UniRef:UniRef90_P0AGG8
contig_1	cds	3576759	3580559	-	HFCAGB_03602	yhdP	AsmA2 domain-containing protein YhdP	RefSeq:WP_001253513.1, SO:0001217, UniParc:UPI00017F7803, UniRef:UniRef100_A0A3Y2QSK7, UniRef:UniRef50_P46474, UniRef:UniRef90_A0A379RWH2
contig_1	cds	3580670	3582139	-	HFCAGB_03603	rng	ribonuclease G	COG:COG1530, COG:J, EC:3.1.26.-, GO:0000049, GO:0003723, GO:0004519, GO:0004540, GO:0005737, GO:0006364, GO:0006396, GO:0008033, GO:0019843, GO:0046872, RefSeq:WP_000123188.1, SO:0001217, UniParc:UPI000005A53D, UniRef:UniRef100_A0A0H3NGK0, UniRef:UniRef50_P0A9J0, UniRef:UniRef90_P0A9J0
contig_1	cds	3582129	3582722	-	HFCAGB_03604	yhdE	dTTP/UTP pyrophosphatase	EC:3.6.1.9, GO:0005737, GO:0009117, GO:0036218, GO:0036221, GO:0047429, GO:0106379, RefSeq:WP_000210304.1, SO:0001217, UniParc:UPI00016A0E38, UniRef:UniRef100_A0A3R0PZL8, UniRef:UniRef50_P58630, UniRef:UniRef90_P58630
contig_1	cds	3582731	3583222	-	HFCAGB_03605	mreD	rod shape-determining protein MreD	COG:COG2891, COG:M, RefSeq:WP_000226619.1, SO:0001217, UniParc:UPI000005A53F, UniRef:UniRef100_Q7CPM3, UniRef:UniRef50_P0ABH4, UniRef:UniRef90_Q7CPM3
contig_1	cds	3583222	3584274	-	HFCAGB_03606	mreC	rod shape-determining protein MreC	COG:COG1792, COG:DZ, GO:0008360, KEGG:K03570, RefSeq:WP_000802538.1, SO:0001217, UniParc:UPI00000CD41B, UniRef:UniRef100_Q8ZLP3, UniRef:UniRef50_P16926, UniRef:UniRef90_Q8ZLP3
contig_1	cds	3584339	3585382	-	HFCAGB_03607	mreB	rod shape-determining protein MreB	BlastRules:WP_000466737, BlastRules:WP_000913396, BlastRules:WP_003094393, BlastRules:WP_003229650, COG:COG1077, COG:DZ, GO:0000902, GO:0005524, GO:0005737, GO:0008360, RefSeq:WP_000913396.1, SO:0001217, UniParc:UPI000005A541, UniRef:UniRef100_P0A9X4, UniRef:UniRef50_P0A9X4, UniRef:UniRef90_P0A9X4
contig_1	cds	3585690	3587630	-	HFCAGB_03608	csrD	RNase E specificity factor CsrD	KEGG:K18765, RefSeq:WP_001241378.1, SO:0001217, UniParc:UPI00016A108A, UniRef:UniRef100_A0A3Z2MZ53, UniRef:UniRef50_P13518, UniRef:UniRef90_A0A379QZR1
contig_1	cds	3587834	3588808	+	HFCAGB_03609		Acryloyl-CoA reductase	RefSeq:WP_001148247.1, SO:0001217, UniParc:UPI00017F780D, UniRef:UniRef100_A0A3R0CS06, UniRef:UniRef50_A0AA91IQT5, UniRef:UniRef90_A0A379TSN6
contig_1	cds	3588921	3589925	+	HFCAGB_03610	msrP	protein-methionine-sulfoxide reductase catalytic subunit MsrP	EC:1.8.5.-, GO:0016667, GO:0016672, GO:0030091, GO:0042597, GO:0043546, GO:0046872, RefSeq:WP_000723872.1, SO:0001217, UniParc:UPI00016A108C, UniRef:UniRef100_B5FIV5, UniRef:UniRef50_Q8ZAW9, UniRef:UniRef90_A9MNV7
contig_1	cds	3589926	3590525	+	HFCAGB_03611	msrQ	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	BlastRules:WP_001241496, GO:0005886, GO:0009055, GO:0010181, GO:0016679, GO:0020037, GO:0030091, GO:0046872, RefSeq:WP_001240055.1, SO:0001217, UniParc:UPI00016A108D, UniRef:UniRef100_B5FIV6, UniRef:UniRef50_P76343, UniRef:UniRef90_Q8ZLP1
contig_1	cds	3590918	3591388	+	HFCAGB_03612	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein	COG:COG0511, COG:I, EC:6.4.1.2, GO:0003989, GO:0006633, GO:0009317, RefSeq:WP_000354626.1, SO:0001217, UniParc:UPI000005A546, UniRef:UniRef100_Q7CPM1, UniRef:UniRef50_P0ABD8, UniRef:UniRef90_P0ABD8
contig_1	cds	3591399	3592748	+	HFCAGB_03613	accC	acetyl-CoA carboxylase biotin carboxylase subunit	COG:COG0439, COG:I, EC:6.3.4.14, GO:0003989, GO:0004075, GO:0005524, GO:0005737, GO:0005829, GO:0006633, GO:0009317, GO:0016874, GO:0042803, GO:0045717, GO:0046872, GO:2001295, RefSeq:WP_000884627.1, SO:0001217, UniParc:UPI000005A547, UniRef:UniRef100_Q7CPM0, UniRef:UniRef50_P24182, UniRef:UniRef90_P24182
contig_1	cds	3592857	3593099	+	HFCAGB_03614		DUF997 domain-containing protein	RefSeq:WP_000340018.1, SO:0001217, UniParc:UPI00000CD41D, UniRef:UniRef100_Q8ZLP0, UniRef:UniRef50_U3U0G3, UniRef:UniRef90_A8AQF5
contig_1	cds	3593089	3594540	+	HFCAGB_03615	panF	sodium/pantothenate symporter	COG:COG4145, COG:H, GO:0015081, GO:0015233, GO:0015887, GO:0016020, GO:0036376, RefSeq:WP_001175741.1, SO:0001217, UniParc:UPI00000CD41E, UniRef:UniRef100_Q8ZLN9, UniRef:UniRef50_P16256, UniRef:UniRef90_A9MNA3
contig_1	cds	3594552	3595433	+	HFCAGB_03616	prmA	50S ribosomal protein L11 methyltransferase	COG:COG2264, COG:J, EC:2.1.1.-, GO:0005829, GO:0008757, GO:0016279, GO:0032259, GO:0036211, GO:0042054, RefSeq:WP_001145857.1, SO:0001217, UniParc:UPI00016A108E, UniRef:UniRef100_B5FIW1, UniRef:UniRef50_P0A8T1, UniRef:UniRef90_P0A8T1
contig_1	cds	3595519	3595662	-	HFCAGB_03617		hypothetical protein	SO:0001217, UniParc:UPI00017F780E, UniRef:UniRef100_A0A8D5DXP7, UniRef:UniRef50_A0A8D5DXP7, UniRef:UniRef90_A0A8D5DXP7
contig_1	cds	3596094	3597059	+	HFCAGB_03618	dusB	tRNA dihydrouridine synthase DusB	COG:COG0042, COG:J, EC:1.3.1.-, GO:0000049, GO:0008033, GO:0010181, GO:0017150, GO:0050660, RefSeq:WP_001219664.1, SO:0001217, UniParc:UPI000013B1F2, UniRef:UniRef100_P0A2R6, UniRef:UniRef50_P0ABT5, UniRef:UniRef90_P0ABT5
contig_1	cds	3597085	3597381	+	HFCAGB_03619	fis	DNA-binding transcriptional regulator Fis	COG:COG2901, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000462905.1, SO:0001217, UniParc:UPI0000006216, UniRef:UniRef100_A8AQG0, UniRef:UniRef50_P57902, UniRef:UniRef90_Q8ZAX8
contig_1	cds	3597467	3598351	+	HFCAGB_03620	yhdJ	adenine-specific DNA-methyltransferase	GO:0003677, GO:0008170, RefSeq:WP_000642611.1, SO:0001217, UniParc:UPI000005A54C, UniRef:UniRef100_Q7CPL9, UniRef:UniRef50_P28638, UniRef:UniRef90_A0A2X4TE95
contig_1	cds	3598434	3598598	+	HFCAGB_03621		Periplasmic protein	RefSeq:WP_000620015.1, SO:0001217, UniParc:UPI00000CD41F, UniRef:UniRef100_Q8ZLN8, UniRef:UniRef50_Q8ZLN8, UniRef:UniRef90_Q8ZLN8
contig_1	cds	3598749	3600848	+	HFCAGB_03622	ydiV	Anti-FlhC(2)FlhD(4) factor YdiV	EC:2.7.7.65, KEGG:K21023, RefSeq:WP_001145322.1, SO:0001217, UniParc:UPI00016A108F, UniRef:UniRef100_A0A711CX79, UniRef:UniRef50_A0A0T9XQE0, UniRef:UniRef90_A0A0T9XQE0
contig_1	cds	3600851	3601513	-	HFCAGB_03623	envR	acrEF/envCD operon transcriptional regulator	KEGG:K18140, RefSeq:WP_001085725.1, SO:0001217, UniParc:UPI00000CD421, UniRef:UniRef100_Q8ZLN6, UniRef:UniRef50_A0A7L6CPT0, UniRef:UniRef90_A0A612HC47
contig_1	cds	3601927	3602472	+	HFCAGB_03624		Acriflavine resistance protein A domain protein	SO:0001217, UniParc:UPI0002C496F2, UniRef:UniRef100_M7RCV9, UniRef:UniRef50_A0A376VVN4, UniRef:UniRef90_M7RCV9
contig_1	cds	3602484	3603080	+	HFCAGB_03625		Acriflavin resistance protein E	SO:0001217, UniParc:UPI00029C3CFF, UniRef:UniRef100_M7S8E0, UniRef:UniRef50_A0A655DQN2, UniRef:UniRef90_A0A655DQN2
contig_1	cds	3603092	3606205	+	HFCAGB_03626		Efflux pump membrane transporter	KEGG:K18142, RefSeq:WP_001273279.1, SO:0001217, UniParc:UPI00016A12D7, UniRef:UniRef100_A0A3Z0Y312, UniRef:UniRef50_P37637, UniRef:UniRef90_A0A379TK03
contig_1	cds	3606443	3606664	+	HFCAGB_03627	yhdV	Uncharacterized protein YhdV	GO:0005886, RefSeq:WP_000825645.1, SO:0001217, UniParc:UPI000005A54E, UniRef:UniRef100_Q7CPL8, UniRef:UniRef50_P64622, UniRef:UniRef90_P64622
contig_1	rRNA	3607448	3607563	-	HFCAGB_03628	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	tRNA	3607603	3607678	-	HFCAGB_03629	trnT	tRNA-Thr(ggt)	SO:0000270
contig_1	rRNA	3607693	3607808	-	HFCAGB_03630	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	3608005	3610912	-	HFCAGB_03631	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	ncRNA	3610920	3611028	-	HFCAGB_03632	StyR-44	Salmonella enterica Typhi npcRNA 44	RFAM:RF01830, SO:0000655
contig_1	tRNA	3611106	3611181	-	HFCAGB_03633	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	rRNA	3611267	3612808	-	HFCAGB_03634	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	cds	3613281	3613835	+	HFCAGB_03635		Ferripyochelin binding protein	EC:4.2.1.-, KEGG:K01726, RefSeq:WP_001285635.1, SO:0001217, UniParc:UPI000005A80F, UniRef:UniRef100_A0A4Z0LIC3, UniRef:UniRef50_A0A090V8I2, UniRef:UniRef90_Q8ZLN3
contig_1	cds	3613811	3614068	-	HFCAGB_03636		DUF1488 domain-containing protein	RefSeq:WP_001070575.1, SO:0001217, UniParc:UPI0001604805, UniRef:UniRef100_A0A603C004, UniRef:UniRef50_P45795, UniRef:UniRef90_A9MN86
contig_1	cds	3614065	3614886	-	HFCAGB_03637	aroE	shikimate dehydrogenase	EC:1.1.1.25, GO:0004764, GO:0005829, GO:0008652, GO:0009073, GO:0009423, GO:0019632, GO:0050661, SO:0001217, UniParc:UPI00017E232C, UniRef:UniRef100_B5FIX4, UniRef:UniRef50_Q8ZLN1, UniRef:UniRef90_Q8ZLN1
contig_1	cds	3614888	3615460	-	HFCAGB_03638	tsaC	L-threonylcarbamoyladenylate synthase type 1 TsaC	EC:2.7.7.87, GO:0000049, GO:0002949, GO:0003725, GO:0005524, GO:0005737, GO:0006450, GO:0016779, GO:0061710, RefSeq:WP_001063613.1, SO:0001217, UniParc:UPI0001604807, UniRef:UniRef100_Q57J68, UniRef:UniRef50_P45748, UniRef:UniRef90_A9MN84
contig_1	cds	3615465	3616007	-	HFCAGB_03639	yrdD	Zn-finger domain-containing protein	COG:COG0551, COG:L, RefSeq:WP_001129708.1, SO:0001217, UniParc:UPI00000CD427, UniRef:UniRef100_Q8ZLM9, UniRef:UniRef50_P45771, UniRef:UniRef90_A0A1B7K736
contig_1	cds	3616034	3616507	-	HFCAGB_03640	smg	DUF494 domain-containing protein	COG:COG2922, COG:S, KEGG:K03747, RefSeq:WP_000460663.1, SO:0001217, UniParc:UPI000005A80A, UniRef:UniRef100_P66822, UniRef:UniRef50_P0A828, UniRef:UniRef90_P0A828
contig_1	cds	3616479	3617603	-	HFCAGB_03641	dprA	DNA-protecting protein DprA	GO:0009294, RefSeq:WP_000124536.1, SO:0001217, UniParc:UPI00016A1791, UniRef:UniRef100_A0A8X6K4L8, UniRef:UniRef50_P30852, UniRef:UniRef90_Q8ZLM8
contig_1	cds	3617735	3618244	+	HFCAGB_03642	def	peptide deformylase	COG:COG0242, COG:J, EC:3.5.1.88, GO:0006412, GO:0036211, GO:0042586, GO:0043686, GO:0046872, KEGG:K01462, RefSeq:WP_000114987.1, SO:0001217, UniParc:UPI0000129160, UniRef:UniRef100_Q8ZLM7, UniRef:UniRef50_P0A6K3, UniRef:UniRef90_P0A6K3
contig_1	cds	3618260	3619207	+	HFCAGB_03643	fmt	methionyl-tRNA formyltransferase	COG:COG0223, COG:J, EC:2.1.2.9, GO:0004479, GO:0005737, GO:0005829, GO:0071951, RefSeq:WP_001285171.1, SO:0001217, UniParc:UPI00016A1792, UniRef:UniRef100_B5FJI3, UniRef:UniRef50_P23882, UniRef:UniRef90_P23882
contig_1	cds	3619259	3620548	+	HFCAGB_03644	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	EC:2.1.1.176, GO:0001510, GO:0003723, GO:0005829, GO:0006355, GO:0006364, GO:0008649, GO:0009383, GO:0070475, KEGG:K03500, RefSeq:WP_000744615.1, SO:0001217, UniParc:UPI00016A1793, UniRef:UniRef100_B5FJI4, UniRef:UniRef50_P36929, UniRef:UniRef90_Q8ZLM5
contig_1	cds	3620570	3621946	+	HFCAGB_03645	trkA	Trk system potassium transporter TrkA	COG:COG0569, COG:PT, GO:0005886, GO:0006813, GO:0015079, GO:0016020, RefSeq:WP_000691374.1, SO:0001217, UniParc:UPI000005A805, UniRef:UniRef100_P0A2J9, UniRef:UniRef50_P0AGI8, UniRef:UniRef90_P0AGI8
contig_1	cds	3622088	3622501	+	HFCAGB_03646	mscL	large-conductance mechanosensitive channel protein MscL	GO:0005886, GO:0008381, KEGG:K03282, RefSeq:WP_000008119.1, SO:0001217, UniParc:UPI000005A804, UniRef:UniRef100_P0A1X8, UniRef:UniRef50_P0A742, UniRef:UniRef90_P0A1X8
contig_1	cds	3622437	3622706	-	HFCAGB_03647		Alternative ribosome-rescue factor A	KEGG:K09890, RefSeq:WP_001667603.1, SO:0001217, UniParc:UPI00016A1794, UniRef:UniRef100_A0A3Y3JGV7, UniRef:UniRef50_A8AQI6, UniRef:UniRef90_A8AQI6
contig_1	cds	3622764	3623189	-	HFCAGB_03648	zntR	Zn(2+)-responsive transcriptional regulator	GO:0003677, GO:0006355, GO:0008270, KEGG:K13638, RefSeq:WP_000285585.1, SO:0001217, UniParc:UPI00000CD42B, UniRef:UniRef100_Q8ZLM3, UniRef:UniRef50_P0ACS5, UniRef:UniRef90_A9MN75
contig_1	cds	3623200	3623568	-	HFCAGB_03649		DnaJ-like ue subfamily C member 28 conserved domain-containing protein	RefSeq:WP_000266515.1, SO:0001217, UniParc:UPI00000CD42C, UniRef:UniRef100_Q8ZLM2, UniRef:UniRef50_A0A2N5DUH6, UniRef:UniRef90_A9MN74
