"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"LNHIMF_00342","persistent","cytosol nonspecific dipeptidase","13","13","1.0","NA","NA","","","","1457","1457","1457.0","GEGEGB_02673","LNHIMF_00342","BEJGEH_00325","HFCAGB_00334","AJBGEP_00336","ODDLKH_00805","OEKLIE_01832","ALJMDI_04317","PAPNPA_01889","BENMGJ_03914","IKCLMC_02078","PKJKAM_03429","ONMMKP_01845"
"LNHIMF_00344","persistent","esterase FrsA","13","13","1.0","NA","NA","","","","1244","1244","1244.0","GEGEGB_02671","LNHIMF_00344","BEJGEH_00327","HFCAGB_00336","AJBGEP_00338","ODDLKH_00807","OEKLIE_01834","ALJMDI_04319","PAPNPA_01891","BENMGJ_03916","IKCLMC_02080","PKJKAM_03427","ONMMKP_01843"
"LNHIMF_00350","cloud","DUF4102 domain-containing protein","1","1","1.0","NA","NA","","","","1190","1190","1190.0","","LNHIMF_00350","","","","","","","","","","",""
"LNHIMF_00351","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","824","824","824.0","","LNHIMF_00351","","","","","","","","","","",""
"LNHIMF_00352","cloud","AlpA family phage regulatory protein","1","1","1.0","NA","NA","","","","299","299","299.0","","LNHIMF_00352","","","","","","","","","","",""
"LNHIMF_00353","cloud","Phage protein","1","1","1.0","NA","NA","","","","173","173","173.0","","LNHIMF_00353","","","","","","","","","","",""
"LNHIMF_00360","cloud","Zinc finger Ogr/Delta-type domain-containing protein","1","1","1.0","NA","NA","","","","272","272","272.0","","LNHIMF_00360","","","","","","","","","","",""
"LNHIMF_00361","cloud","ATP-binding protein","1","1","1.0","NA","NA","","","","983","983","983.0","","LNHIMF_00361","","","","","","","","","","",""
"LNHIMF_00362","cloud","Peptidase S8","1","1","1.0","NA","NA","","","","2444","2444","2444.0","","LNHIMF_00362","","","","","","","","","","",""
"LNHIMF_00363","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","167","167","167.0","","LNHIMF_00363","","","","","","","","","","",""
"LNHIMF_00366","persistent","fimbrial outer membrane usher protein","13","14","1.08","NA","NA","","","","464","2567","2271.93","GEGEGB_02661" "GEGEGB_02662","LNHIMF_00366","BEJGEH_00347","HFCAGB_00358","AJBGEP_00358","ODDLKH_00826","OEKLIE_01854","ALJMDI_04339","PAPNPA_01912","BENMGJ_03998","IKCLMC_02099","PKJKAM_03404","ONMMKP_01822"
"LNHIMF_00369","persistent","Transmembrane regulator","13","13","1.0","NA","NA","","","","734","734","734.0","GEGEGB_02658","LNHIMF_00369","BEJGEH_00350","HFCAGB_00361","AJBGEP_00361","ODDLKH_00829","OEKLIE_02694","ALJMDI_04342","PAPNPA_01915","BENMGJ_04001","IKCLMC_02102","PKJKAM_03401","ONMMKP_01819"
"LNHIMF_00370","persistent","Periplasmic protein","13","14","1.08","NA","NA","","","","266","500","467.43","GEGEGB_02657" "GEGEGB_02656","LNHIMF_00370","BEJGEH_00351","HFCAGB_00362","AJBGEP_00362","ODDLKH_00830","OEKLIE_02695","ALJMDI_04343","PAPNPA_01916","BENMGJ_04002","IKCLMC_02103","PKJKAM_03400","ONMMKP_01818"
"LNHIMF_00371","persistent","Anti-FlhC(2)FlhD(4) factor YdiV","13","13","1.0","NA","NA","","","","1574","1574","1574.0","GEGEGB_02655","LNHIMF_00371","BEJGEH_00352","HFCAGB_00363","AJBGEP_00363","ODDLKH_00831","OEKLIE_02696","ALJMDI_04344","PAPNPA_01917","BENMGJ_04003","IKCLMC_02104","PKJKAM_03399","ONMMKP_01817"
"LNHIMF_00372","persistent","Response regulator","13","13","1.0","NA","NA","","","","743","743","743.0","GEGEGB_02654","LNHIMF_00372","BEJGEH_00353","HFCAGB_00364","AJBGEP_00364","ODDLKH_00832","OEKLIE_02697","ALJMDI_04345","PAPNPA_01918","BENMGJ_04004","IKCLMC_02105","PKJKAM_03398","ONMMKP_01816"
"LNHIMF_00373","persistent","Inner membrane protein","13","14","1.08","NA","NA","","","","212","548","455.0","GEGEGB_02653","LNHIMF_00373","BEJGEH_00354","HFCAGB_00365","AJBGEP_00365","ODDLKH_00833","OEKLIE_02698","ALJMDI_04346","PAPNPA_01919","BENMGJ_04005","IKCLMC_02106","PKJKAM_03397","ONMMKP_01815" "ONMMKP_01814"
"LNHIMF_00375","persistent","Response regulator","13","13","1.0","NA","NA","","","","209","527","502.54","GEGEGB_02651","LNHIMF_00375","BEJGEH_00356","HFCAGB_00367","AJBGEP_00367","ODDLKH_00835","OEKLIE_02700","ALJMDI_04348","PAPNPA_01921","BENMGJ_04007","IKCLMC_02108","PKJKAM_03395","ONMMKP_01811"
"LNHIMF_00376","persistent","DUF4156 domain-containing protein","13","13","1.0","NA","NA","","","","359","359","359.0","GEGEGB_02650","LNHIMF_00376","BEJGEH_00357","HFCAGB_00368","AJBGEP_00368","ODDLKH_00836","OEKLIE_02701","ALJMDI_04349","PAPNPA_01922","BENMGJ_04008","IKCLMC_02109","PKJKAM_03394","ONMMKP_01810"
"LNHIMF_00378","persistent","multidrug efflux RND transporter permease subunit MdsB","12","12","1.0","NA","NA","","","","3167","3167","3167.0","","LNHIMF_00378","BEJGEH_00359","HFCAGB_00370","AJBGEP_00370","ODDLKH_00838","OEKLIE_02703","ALJMDI_04351","PAPNPA_01924","BENMGJ_04010","IKCLMC_02111","PKJKAM_03392","ONMMKP_01808"
"LNHIMF_00381","persistent","Au(I) sensor transcriptional regulator GolS","12","12","1.0","NA","NA","","","","464","464","464.0","","LNHIMF_00381","BEJGEH_00362","HFCAGB_00373","AJBGEP_00373","ODDLKH_00841","OEKLIE_02706","ALJMDI_04354","PAPNPA_01927","BENMGJ_04013","IKCLMC_02114","PKJKAM_03389","ONMMKP_01805"
"LNHIMF_00383","persistent","Major facilitator superfamily (MFS) profile domain-containing protein","13","13","1.0","NA","NA","","","","1253","1253","1253.0","GEGEGB_02646","LNHIMF_00383","BEJGEH_00365","HFCAGB_00376","AJBGEP_00375","ODDLKH_00843","OEKLIE_02708","ALJMDI_04356","PAPNPA_01929","BENMGJ_04015","IKCLMC_02116","PKJKAM_03387","ONMMKP_01803"
"LNHIMF_00387","persistent","Cytochrome BD2 subunit I","13","13","1.0","NA","NA","","","","1403","1403","1403.0","GEGEGB_02641","LNHIMF_00387","BEJGEH_00369","HFCAGB_00380","AJBGEP_00379","ODDLKH_00847","OEKLIE_02712","ALJMDI_04360","PAPNPA_01933","BENMGJ_04019","IKCLMC_02120","PKJKAM_03383","ONMMKP_01799"
"LNHIMF_00388","persistent","cytochrome d ubiquinol oxidase subunit II","13","13","1.0","NA","NA","","","","1010","1010","1010.0","GEGEGB_02640","LNHIMF_00388","BEJGEH_00370","HFCAGB_00381","AJBGEP_00380","ODDLKH_00848","OEKLIE_02713","ALJMDI_04361","PAPNPA_01934","BENMGJ_04020","IKCLMC_02121","PKJKAM_03382","ONMMKP_01798"
"LNHIMF_00391","persistent","ferrioxamine B receptor FoxA","13","13","1.0","NA","NA","","","","2090","2090","2090.0","GEGEGB_02637","LNHIMF_00391","BEJGEH_00373","HFCAGB_00384","AJBGEP_00383","ODDLKH_00851","OEKLIE_02716","ALJMDI_04364","PAPNPA_01937","BENMGJ_04023","IKCLMC_02124","PKJKAM_03379","ONMMKP_01795"
"LNHIMF_00392","persistent","LysE family transporter","13","13","1.0","NA","NA","","","","632","632","632.0","GEGEGB_02636","LNHIMF_00392","BEJGEH_00374","HFCAGB_00385","AJBGEP_00384","ODDLKH_00852","OEKLIE_02717","ALJMDI_04365","PAPNPA_01938","BENMGJ_04024","IKCLMC_02125","PKJKAM_03378","ONMMKP_01794"
"LNHIMF_00394","persistent","propionate catabolism operon regulatory protein PrpR","13","14","1.08","NA","NA","","","","557","1625","1500.07","GEGEGB_02634","LNHIMF_00394","BEJGEH_00376","HFCAGB_00388" "HFCAGB_00387","AJBGEP_00386","ODDLKH_00854","OEKLIE_02719","ALJMDI_04367","PAPNPA_01940","BENMGJ_04026","IKCLMC_02127","PKJKAM_03376","ONMMKP_01792"
"LNHIMF_00397","persistent","bifunctional 2-methylcitrate dehydratase/aconitate hydratase","13","13","1.0","NA","NA","","","","1451","1451","1451.0","GEGEGB_02631","LNHIMF_00397","BEJGEH_00379","HFCAGB_00391","AJBGEP_00389","ODDLKH_00857","OEKLIE_02722","ALJMDI_04370","PAPNPA_01943","BENMGJ_04029","IKCLMC_02130","PKJKAM_03373","ONMMKP_01789"
"LNHIMF_00398","persistent","propionate--CoA ligase","13","13","1.0","NA","NA","","","","1886","1886","1886.0","GEGEGB_02630","LNHIMF_00398","BEJGEH_00380","HFCAGB_00392","AJBGEP_00390","ODDLKH_00858","OEKLIE_02723","ALJMDI_04371","PAPNPA_01944","BENMGJ_04030","IKCLMC_02131","PKJKAM_03372","ONMMKP_01788"
"LNHIMF_00400","cloud","autotransporter adhesin EhaB","2","2","1.0","NA","NA","","","","3011","3014","3012.5","","LNHIMF_00400","","","","","","","PAPNPA_01946","","","",""
"LNHIMF_00403","persistent","peptide antibiotic transporter SbmA","13","13","1.0","NA","NA","","","","1220","1220","1220.0","GEGEGB_02625","LNHIMF_00403","BEJGEH_00385","HFCAGB_00397","AJBGEP_00395","ODDLKH_00863","OEKLIE_02728","ALJMDI_04376","PAPNPA_01949","BENMGJ_04035","IKCLMC_02137","PKJKAM_03367","ONMMKP_01783"
"LNHIMF_00404","persistent","surface-exposed outer membrane lipoprotein YaiW","13","13","1.0","NA","NA","","","","1094","1094","1094.0","GEGEGB_02624","LNHIMF_00404","BEJGEH_00386","HFCAGB_00398","AJBGEP_00396","ODDLKH_00864","OEKLIE_02729","ALJMDI_04377","PAPNPA_01950","BENMGJ_04036","IKCLMC_02138","PKJKAM_03366","ONMMKP_01782"
"LNHIMF_00408","persistent","Extensin-like C-terminal domain-containing protein","13","13","1.0","NA","NA","","","","683","683","683.0","GEGEGB_02620","LNHIMF_00408","BEJGEH_00390","HFCAGB_00402","AJBGEP_00400","ODDLKH_00868","OEKLIE_02733","ALJMDI_04381","PAPNPA_01954","BENMGJ_04040","IKCLMC_02142","PKJKAM_03362","ONMMKP_01778"
"LNHIMF_00412","persistent","diguanylate cyclase AdrA","13","13","1.0","NA","NA","","","","1112","1112","1112.0","GEGEGB_02616","LNHIMF_00412","BEJGEH_00394","HFCAGB_00407","AJBGEP_00404","ODDLKH_00872","OEKLIE_02737","ALJMDI_04385","PAPNPA_01958","BENMGJ_04044","IKCLMC_02146","PKJKAM_03358","ONMMKP_01774"
"LNHIMF_00413","persistent","pyrroline-5-carboxylate reductase","13","13","1.0","NA","NA","","","","809","809","809.0","GEGEGB_02615","LNHIMF_00413","BEJGEH_00395","HFCAGB_00408","AJBGEP_00405","ODDLKH_00873","OEKLIE_02738","ALJMDI_04386","PAPNPA_01959","BENMGJ_04045","IKCLMC_02147","PKJKAM_03357","ONMMKP_01773"
"LNHIMF_00417","persistent","AroM protein","13","13","1.0","NA","NA","","","","542","677","666.62","GEGEGB_02610","LNHIMF_00417","BEJGEH_00399","HFCAGB_00412","AJBGEP_00409","ODDLKH_00877","OEKLIE_02742","ALJMDI_04390","PAPNPA_01963","BENMGJ_04049","IKCLMC_02151","PKJKAM_03353","ONMMKP_01769"
"LNHIMF_00421","persistent","MFS transporter AraJ","13","15","1.15","NA","NA","","","","134","1172","1014.4","GEGEGB_02606" "GEGEGB_02605","LNHIMF_00421","BEJGEH_00403","HFCAGB_00416","AJBGEP_00413","ODDLKH_00881","OEKLIE_02746","ALJMDI_04394","PAPNPA_01967","BENMGJ_04053","IKCLMC_02155","PKJKAM_03349","ONMMKP_01765" "ONMMKP_01764"
"LNHIMF_00422","persistent","exonuclease subunit SbcC","13","13","1.0","NA","NA","","","","3110","3140","3137.69","GEGEGB_02604","LNHIMF_00422","BEJGEH_00404","HFCAGB_00417","AJBGEP_00414","ODDLKH_00882","OEKLIE_02747","ALJMDI_04395","PAPNPA_01968","BENMGJ_04054","IKCLMC_02156","PKJKAM_03348","ONMMKP_01763"
"LNHIMF_00423","persistent","exonuclease subunit SbcD","13","13","1.0","NA","NA","","","","1202","1202","1202.0","GEGEGB_02603","LNHIMF_00423","BEJGEH_00405","HFCAGB_00418","AJBGEP_00415","ODDLKH_00883","OEKLIE_02748","ALJMDI_04396","PAPNPA_01969","BENMGJ_04055","IKCLMC_02157","PKJKAM_03347","ONMMKP_01762"
"LNHIMF_00425","persistent","phosphate regulon sensor histidine kinase PhoR","13","13","1.0","NA","NA","","","","1295","1295","1295.0","GEGEGB_02601","LNHIMF_00425","BEJGEH_00407","HFCAGB_00420","AJBGEP_00417","ODDLKH_00885","OEKLIE_02750","ALJMDI_04398","PAPNPA_01971","BENMGJ_04057","IKCLMC_02159","PKJKAM_03345","ONMMKP_01760"
"LNHIMF_00427","persistent","proline-specific permease ProY","13","13","1.0","NA","NA","","","","1370","1370","1370.0","GEGEGB_02597","LNHIMF_00427","BEJGEH_00409","HFCAGB_00422","AJBGEP_00419","ODDLKH_00887","OEKLIE_02752","ALJMDI_04400","PAPNPA_01973","BENMGJ_04059","IKCLMC_02161","PKJKAM_03343","ONMMKP_01758"
"LNHIMF_00428","persistent","maltodextrin glucosidase","13","14","1.08","NA","NA","","","","158","1817","1685.64","GEGEGB_02596","LNHIMF_00428","BEJGEH_00410","HFCAGB_00423" "HFCAGB_00424","AJBGEP_00420","ODDLKH_00888","OEKLIE_02753","ALJMDI_04401","PAPNPA_01974","BENMGJ_04060","IKCLMC_02162","PKJKAM_03342","ONMMKP_01757"
"LNHIMF_00431","persistent","tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA","13","13","1.0","NA","NA","","","","1064","1064","1064.0","GEGEGB_02593","LNHIMF_00431","BEJGEH_00413","HFCAGB_00427","AJBGEP_00423","ODDLKH_00891","OEKLIE_02756","ALJMDI_04404","PAPNPA_01977","BENMGJ_04063","IKCLMC_02165","PKJKAM_03339","ONMMKP_01754"
"LNHIMF_00432","persistent","tRNA guanosine(34) transglycosylase Tgt","13","13","1.0","NA","NA","","","","1127","1127","1127.0","GEGEGB_02592","LNHIMF_00432","BEJGEH_00414","HFCAGB_00428","AJBGEP_00424","ODDLKH_00892","OEKLIE_02757","ALJMDI_04405","PAPNPA_01978","BENMGJ_04064","IKCLMC_02166","PKJKAM_03338","ONMMKP_01753"
"LNHIMF_00437","persistent","Small toxic polypeptide LdrA/LdrC","13","14","1.08","NA","NA","","","","107","263","196.14","GEGEGB_02584","LNHIMF_00437","BEJGEH_00419","HFCAGB_00435","AJBGEP_00432","ODDLKH_00899","OEKLIE_02765","ALJMDI_04410","PAPNPA_01985","BENMGJ_04072","IKCLMC_00015" "IKCLMC_02173","PKJKAM_03330","ONMMKP_01745"
"LNHIMF_00440","persistent","DUF3251 domain-containing protein","13","13","1.0","NA","NA","","","","539","539","539.0","GEGEGB_02582","LNHIMF_00440","BEJGEH_00422","HFCAGB_00438","AJBGEP_00434","ODDLKH_00902","OEKLIE_02767","ALJMDI_04413","PAPNPA_01988","BENMGJ_04074","IKCLMC_02176","PKJKAM_03328","ONMMKP_01743"
"LNHIMF_00442","persistent","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD","13","13","1.0","NA","NA","","","","1103","1103","1103.0","GEGEGB_02580","LNHIMF_00442","BEJGEH_00424","HFCAGB_00440","AJBGEP_00436","ODDLKH_00904","OEKLIE_02769","ALJMDI_04415","PAPNPA_01990","BENMGJ_04076","IKCLMC_02178","PKJKAM_03326","ONMMKP_01741"
"LNHIMF_00444","persistent","transcription antitermination factor NusB","13","13","1.0","NA","NA","","","","419","419","419.0","GEGEGB_02578","LNHIMF_00444","BEJGEH_00426","HFCAGB_00442","AJBGEP_00438","ODDLKH_00906","OEKLIE_02771","ALJMDI_04417","PAPNPA_01992","BENMGJ_04078","IKCLMC_02180","PKJKAM_03324","ONMMKP_01739"
"LNHIMF_00445","persistent","thiamine-phosphate kinase","13","13","1.0","NA","NA","","","","977","980","978.85","GEGEGB_02577","LNHIMF_00445","BEJGEH_00427","HFCAGB_00443","AJBGEP_00439","ODDLKH_00907","OEKLIE_02772","ALJMDI_04418","PAPNPA_01993","BENMGJ_04079","IKCLMC_02181","PKJKAM_03323","ONMMKP_01738"
"LNHIMF_00447","persistent","1-deoxyxylulose-5-phosphate synthase YajO","13","13","1.0","NA","NA","","","","974","974","974.0","GEGEGB_02575","LNHIMF_00447","BEJGEH_00429","HFCAGB_00445","AJBGEP_00441","ODDLKH_00909","OEKLIE_02774","ALJMDI_04420","PAPNPA_01995","BENMGJ_04081","IKCLMC_02183","PKJKAM_03321","ONMMKP_01736"
"LNHIMF_00448","persistent","1-deoxy-D-xylulose-5-phosphate synthase","13","13","1.0","NA","NA","","","","1862","1862","1862.0","GEGEGB_02574","LNHIMF_00448","BEJGEH_00430","HFCAGB_00446","AJBGEP_00442","ODDLKH_00910","OEKLIE_02775","ALJMDI_04421","PAPNPA_01996","BENMGJ_04082","IKCLMC_02184","PKJKAM_03320","ONMMKP_01735"
"LNHIMF_00451","persistent","tRNA sulfurtransferase","13","13","1.0","NA","NA","","","","1448","1448","1448.0","GEGEGB_02571","LNHIMF_00451","BEJGEH_00433","HFCAGB_00449","AJBGEP_00445","ODDLKH_00913","OEKLIE_02778","ALJMDI_04424","PAPNPA_01999","BENMGJ_04085","IKCLMC_02187","PKJKAM_03317","ONMMKP_01732"
"LNHIMF_00452","persistent","2-aminoethylphosphonate ABC transport system%2C membrane component PhnV","13","13","1.0","NA","NA","","","","791","797","796.54","GEGEGB_02570","LNHIMF_00452","BEJGEH_00434","HFCAGB_00450","AJBGEP_00446","ODDLKH_00914","OEKLIE_02779","ALJMDI_04425","PAPNPA_02000","BENMGJ_04086","IKCLMC_02188","PKJKAM_03316","ONMMKP_01731"
"LNHIMF_00454","persistent","2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT","13","13","1.0","NA","NA","","","","1109","1109","1109.0","GEGEGB_02568","LNHIMF_00454","BEJGEH_00436","HFCAGB_00452","AJBGEP_00448","ODDLKH_00916","OEKLIE_02781","ALJMDI_04427","PAPNPA_02002","BENMGJ_04088","IKCLMC_02190","PKJKAM_03314","ONMMKP_01729"
"LNHIMF_00455","persistent","2-aminoethylphosphonate ABC transporter substrate-binding protein","13","13","1.0","NA","NA","","","","1013","1013","1013.0","GEGEGB_02567","LNHIMF_00455","BEJGEH_00437","HFCAGB_00453","AJBGEP_00449","ODDLKH_00917","OEKLIE_02782","ALJMDI_04428","PAPNPA_02003","BENMGJ_04089","IKCLMC_02191","PKJKAM_03313","ONMMKP_01728"
"LNHIMF_00460","persistent","2-dehydropantoate 2-reductase","13","13","1.0","NA","NA","","","","911","911","911.0","GEGEGB_02562","LNHIMF_00460","BEJGEH_00442","HFCAGB_00458","AJBGEP_00454","ODDLKH_00922","OEKLIE_02787","ALJMDI_04433","PAPNPA_02008","BENMGJ_04094","IKCLMC_02196","PKJKAM_03308","ONMMKP_01723"
"LNHIMF_00461","persistent","YajQ family cyclic di-GMP-binding protein","13","13","1.0","NA","NA","","","","491","491","491.0","GEGEGB_02561","LNHIMF_00461","BEJGEH_00443","HFCAGB_00459","AJBGEP_00455","ODDLKH_00923","OEKLIE_02788","ALJMDI_04434","PAPNPA_02009","BENMGJ_04095","IKCLMC_02197","PKJKAM_03307","ONMMKP_01722"
"LNHIMF_00465","persistent","cytochrome o ubiquinol oxidase subunit III","13","13","1.0","NA","NA","","","","614","614","614.0","GEGEGB_02552","LNHIMF_00465","BEJGEH_00449","HFCAGB_00465","AJBGEP_00461","ODDLKH_00929","OEKLIE_02794","ALJMDI_04438","PAPNPA_02015","BENMGJ_04101","IKCLMC_02203","PKJKAM_03301","ONMMKP_01716"
"LNHIMF_00473","persistent","ATP-dependent protease ATP-binding subunit ClpX","13","13","1.0","NA","NA","","","","1013","1271","1243.31","GEGEGB_02544","LNHIMF_00473","BEJGEH_00457","HFCAGB_00473","AJBGEP_00469","ODDLKH_00937","OEKLIE_04067","ALJMDI_00572","PAPNPA_02471","BENMGJ_04109","IKCLMC_02211","PKJKAM_03293","ONMMKP_01708"
"LNHIMF_00483","persistent","L-cysteine desulfhydrase Cds1","13","13","1.0","NA","NA","","","","1055","1055","1055.0","GEGEGB_02531","LNHIMF_00483","BEJGEH_00467","HFCAGB_00484","AJBGEP_00479","ODDLKH_00947","OEKLIE_04077","ALJMDI_00582","PAPNPA_02481","BENMGJ_04119","IKCLMC_02221","PKJKAM_03283","ONMMKP_01698"
"GEGEGB_00001","persistent","thr operon leader peptide","13","13","1.0","NA","NA","","","","86","86","86.0","GEGEGB_00001","LNHIMF_00001","BEJGEH_00001","HFCAGB_00001","AJBGEP_00001","ODDLKH_00477","OEKLIE_04587","ALJMDI_04025","PAPNPA_03492","BENMGJ_00726","IKCLMC_03208","PKJKAM_02105","ONMMKP_02180"
"GEGEGB_00002","persistent","bifunctional aspartate kinase/homoserine dehydrogenase I","13","13","1.0","NA","NA","","","","2462","2462","2462.0","GEGEGB_00002","LNHIMF_00002","BEJGEH_00002","HFCAGB_00002","AJBGEP_00002","ODDLKH_00478","OEKLIE_04588","ALJMDI_04026","PAPNPA_03493","BENMGJ_00725","IKCLMC_03207","PKJKAM_02104","ONMMKP_02179"
"GEGEGB_00003","persistent","homoserine kinase","13","13","1.0","NA","NA","","","","929","929","929.0","GEGEGB_00003","LNHIMF_00003","BEJGEH_00003","HFCAGB_00003","AJBGEP_00003","ODDLKH_00479","OEKLIE_04589","ALJMDI_04027","PAPNPA_03494","BENMGJ_00724","IKCLMC_03206","PKJKAM_02103","ONMMKP_02178"
"GEGEGB_00004","persistent","threonine synthase","13","13","1.0","NA","NA","","","","1286","1286","1286.0","GEGEGB_00004","LNHIMF_00004","BEJGEH_00004","HFCAGB_00004","AJBGEP_00004","ODDLKH_00480","OEKLIE_04590","ALJMDI_04028","PAPNPA_03495","BENMGJ_00723","IKCLMC_03205","PKJKAM_02102","ONMMKP_02177"
"GEGEGB_00005","persistent","peroxide stress protein YaaA","13","13","1.0","NA","NA","","","","773","773","773.0","GEGEGB_00005","LNHIMF_00005","BEJGEH_00005","HFCAGB_00005","AJBGEP_00005","ODDLKH_00481","OEKLIE_04591","ALJMDI_04029","PAPNPA_03496","BENMGJ_00722","IKCLMC_03204","PKJKAM_02101","ONMMKP_02176"
"GEGEGB_00006","persistent","Amino acid carrier protein","13","13","1.0","NA","NA","","","","1430","1430","1430.0","GEGEGB_00006","LNHIMF_00006","BEJGEH_00006","HFCAGB_00006","AJBGEP_00006","ODDLKH_00482","OEKLIE_04592","ALJMDI_04030","PAPNPA_03497","BENMGJ_00721","IKCLMC_03203","PKJKAM_02100","ONMMKP_02175"
"GEGEGB_00007","persistent","transaldolase B","13","13","1.0","NA","NA","","","","953","953","953.0","GEGEGB_00007","LNHIMF_00007","BEJGEH_00007","HFCAGB_00007","AJBGEP_00007","ODDLKH_00483","OEKLIE_04593","ALJMDI_04031","PAPNPA_03498","BENMGJ_00720","IKCLMC_03202","PKJKAM_02099","ONMMKP_02174"
"GEGEGB_00008","persistent","molybdopterin adenylyltransferase","13","13","1.0","NA","NA","","","","590","590","590.0","GEGEGB_00008","LNHIMF_00008","BEJGEH_00008","HFCAGB_00008","AJBGEP_00008","ODDLKH_00484","OEKLIE_04594","ALJMDI_04032","PAPNPA_03499","BENMGJ_00719","IKCLMC_03201","PKJKAM_02098","ONMMKP_02173"
"GEGEGB_00009","persistent","acetate uptake transporter","13","13","1.0","NA","NA","","","","566","566","566.0","GEGEGB_00009","LNHIMF_00009","BEJGEH_00009","HFCAGB_00009","AJBGEP_00009","ODDLKH_00485","OEKLIE_04595","ALJMDI_04033","PAPNPA_03500","BENMGJ_00718","IKCLMC_03200","PKJKAM_02097","ONMMKP_02172"
"GEGEGB_00010","persistent","acidic protein MsyB","13","13","1.0","NA","NA","","","","713","713","713.0","GEGEGB_00010","LNHIMF_00010","BEJGEH_00010","HFCAGB_00010","AJBGEP_00010","ODDLKH_00486","OEKLIE_04596","ALJMDI_04034","PAPNPA_03501","BENMGJ_00717","IKCLMC_03199","PKJKAM_02096","ONMMKP_02171"
"GEGEGB_00011","persistent","DUF2541 domain-containing protein","13","13","1.0","NA","NA","","","","404","404","404.0","GEGEGB_00011","LNHIMF_00011","BEJGEH_00011","HFCAGB_00011","AJBGEP_00011","ODDLKH_00487","OEKLIE_04597","ALJMDI_04035","PAPNPA_03502","BENMGJ_00716","IKCLMC_03198","PKJKAM_02095","ONMMKP_02170"
"GEGEGB_00012","persistent","molecular chaperone DnaK","13","13","1.0","NA","NA","","","","1916","1916","1916.0","GEGEGB_00012","LNHIMF_00012","BEJGEH_00012","HFCAGB_00012","AJBGEP_00012","ODDLKH_00488","OEKLIE_04598","ALJMDI_04036","PAPNPA_03503","BENMGJ_00715","IKCLMC_03197","PKJKAM_02094","ONMMKP_02169"
"GEGEGB_00014","persistent","molecular chaperone DnaJ","13","13","1.0","NA","NA","","","","1139","1139","1139.0","GEGEGB_00014","LNHIMF_00014","BEJGEH_00014","HFCAGB_00014","AJBGEP_00014","ODDLKH_00490","OEKLIE_04600","ALJMDI_04038","PAPNPA_03505","BENMGJ_00713","IKCLMC_03195","PKJKAM_02092","ONMMKP_02167"
"GEGEGB_00015","persistent","HTH lysR-type domain-containing protein","13","13","1.0","NA","NA","","","","947","947","947.0","GEGEGB_00015","LNHIMF_00015","BEJGEH_00016","HFCAGB_00016","AJBGEP_00015","ODDLKH_00491","OEKLIE_04601","ALJMDI_04039","PAPNPA_03507","BENMGJ_00711","IKCLMC_03194","PKJKAM_02090","ONMMKP_02166"
"GEGEGB_00018","persistent","OmpR/PhoB-type domain-containing protein","13","13","1.0","NA","NA","","","","443","443","443.0","GEGEGB_00018","LNHIMF_00018","BEJGEH_00019","HFCAGB_00019","AJBGEP_00018","ODDLKH_00494","OEKLIE_04604","ALJMDI_04042","PAPNPA_03510","BENMGJ_00708","IKCLMC_03191","PKJKAM_02087","ONMMKP_02163"
"GEGEGB_00030","persistent","fimbrial protein BcfF","13","13","1.0","NA","NA","","","","518","518","518.0","GEGEGB_00030","LNHIMF_00027","BEJGEH_00028","HFCAGB_00028","AJBGEP_00027","ODDLKH_00503","OEKLIE_04613","ALJMDI_04051","PAPNPA_03519","BENMGJ_00699","IKCLMC_03182","PKJKAM_02078","ONMMKP_02154"
"GEGEGB_00034","persistent","Transcription regulator","11","11","1.0","NA","NA","","","","449","449","449.0","GEGEGB_00034","LNHIMF_00031","BEJGEH_00032","HFCAGB_00032","AJBGEP_00031","ODDLKH_00507","OEKLIE_04617","","PAPNPA_03523","BENMGJ_00695","","PKJKAM_02074","ONMMKP_02150"
"GEGEGB_00038","shell","5'-Nucleotidase C-terminal domain-containing protein","9","9","1.0","NA","NA","","","","1562","1562","1562.0","GEGEGB_00038","LNHIMF_00035","BEJGEH_00036","HFCAGB_00036","AJBGEP_00035","ODDLKH_00511","OEKLIE_04621","","","","IKCLMC_03174","PKJKAM_02070",""
